date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:51	3066/3066	---MCZ	200	added ('OK')	text/css	etag:W/%225f55d665-bfa%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/css/meanmenu.css?ver=4.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/css/meanmenuf9b8.css	(from https://snsm.edu.ph/)
15:42:52	11452/11452	---MCZ	200	added ('OK')	text/css	etag:W/%225f55d665-2cbc%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/css/default.css?ver=4.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/css/defaultf9b8.css	(from https://snsm.edu.ph/)
15:42:52	104164/104164	---MCZ	200	added ('OK')	text/css	etag:W/%225f55d665-196e4%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/css/style.css?ver=4.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/css/stylef9b8.css	(from https://snsm.edu.ph/)
15:42:52	33191/33191	---M--	200	added ('OK')	image/jpeg	etag:%225f55d7dc-81a7%22	https://snsm.edu.ph/wp-content/uploads/2020/07/counter.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2020/07/counter.jpg	(from https://snsm.edu.ph/)
15:42:52	32424/32424	---M--	200	added ('OK')	image/gif	etag:%225f72a39e-7ea8%22	https://snsm.edu.ph/wp-content/uploads/2020/09/preloader.gif	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2020/09/preloader.gif	(from https://snsm.edu.ph/)
15:42:53	71509/71509	---MCZ	200	added ('OK')	text/css	etag:W/%225f55d665-11755%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/css/vc.css?ver=4.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/css/vcf9b8.css	(from https://snsm.edu.ph/)
15:42:53	11509/11509	---MCZ	200	added ('OK')	text/css	etag:W/%22609d9bd5-2cf5%22	https://snsm.edu.ph/wp-content/plugins/video-conferencing-with-zoom-api/assets/public/css/style.min.css?ver=3.8.1	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/plugins/video-conferencing-with-zoom-api/assets/public/css/style.min7e2e.css	(from https://snsm.edu.ph/)
15:42:53	404/404	---MC-	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2007:42:53%20GMT	https://fonts.googleapis.com/css?family=Roboto:500,400&display=swap&ver=1607404269	C:/My%20Web%20Sites/School%20Site/fonts.googleapis.com/css35d7.css	(from https://snsm.edu.ph/)
15:42:53	68492/68492	---MCZ	200	added ('OK')	text/css	etag:W/%225f55d665-10b8c%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/css/learnpress.css?ver=4.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/css/learnpressf9b8.css	(from https://snsm.edu.ph/)
15:42:54	4091/4091	---MC-	200	added ('OK')	text/css	date:Wed,%2023%20Jun%202021%2007:42:53%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=5.7.2	C:/My%20Web%20Sites/School%20Site/fonts.googleapis.com/css8ee2.css	(from https://snsm.edu.ph/)
15:42:54	89496/89496	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fd2c220-15d98%22	https://snsm.edu.ph/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-includes/js/jquery/jquery.min9d52.js	(from https://snsm.edu.ph/)
15:42:54	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fd2c220-2bd8%22	https://snsm.edu.ph/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://snsm.edu.ph/)
15:42:54	1593/1593	---MCZ	200	added ('OK')	application/javascript	etag:W/%226078b286-639%22	https://snsm.edu.ph/wp-content/plugins/learnpress-wishlist/assets/js/wishlist.js?ver=5.7.2	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/plugins/learnpress-wishlist/assets/js/wishlist9f31.js	(from https://snsm.edu.ph/)
15:42:55	9475/9475	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609d9bcb-2503%22	https://snsm.edu.ph/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from https://snsm.edu.ph/)
15:42:55	3037/3037	---MCZ	200	added ('OK')	application/javascript	etag:W/%22609d9bcb-bdd%22	https://snsm.edu.ph/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=5.3.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9a8d.js	(from https://snsm.edu.ph/)
15:42:55	992/992	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f5530bd-3e0%22	https://snsm.edu.ph/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart.js?ver=6.2.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/plugins/js_composer/assets/js/vendors/woocommerce-add-to-cart10df.js	(from https://snsm.edu.ph/)
15:42:56	923815/923815	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jun%202021%2007:42:56%20GMT	https://snsm.edu.ph/wp-json/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-json/index.html	(from https://snsm.edu.ph/)
15:42:56	43634/43634	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jun%202021%2007:42:56%20GMT	https://snsm.edu.ph/wp-json/wp/v2/pages/2001	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-json/wp/v2/pages/2001.json	(from https://snsm.edu.ph/)
15:42:57	780/780	---MCZ	200	added ('OK')	text/xml	date:Wed,%2023%20Jun%202021%2007:42:57%20GMT	https://snsm.edu.ph/xmlrpc.php?rsd	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/xmlrpc0db0.php	(from https://snsm.edu.ph/)
15:42:57	1045/1045	---MCZ	200	added ('OK')	application/xml	etag:W/%22415-5adfb445a9009%22	https://snsm.edu.ph/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-includes/wlwmanifest.xml	(from https://snsm.edu.ph/)
15:42:58	2284/2284	---MCZ	200	added ('OK')	application/json	date:Wed,%2023%20Jun%202021%2007:42:57%20GMT	https://snsm.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsnsm.edu.ph%2F	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-json/oembed/1.0/embed14bc.json	(from https://snsm.edu.ph/)
15:42:58	2378/2378	---MCZ	200	added ('OK')	text/xml	date:Wed,%2023%20Jun%202021%2007:42:58%20GMT	https://snsm.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsnsm.edu.ph%2F&format=xml	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-json/oembed/1.0/embed1ce5	(from https://snsm.edu.ph/)
15:42:58	6201/6201	---M--	200	added ('OK')	image/png	etag:%225f55d7fa-1839%22	https://snsm.edu.ph/wp-content/uploads/2018/01/cropped-icon2-92x92.png	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2018/01/cropped-icon2-92x92.png	(from https://snsm.edu.ph/)
15:42:59	18712/18712	---M--	200	added ('OK')	image/png	etag:%225f55d7fa-4918%22	https://snsm.edu.ph/wp-content/uploads/2018/01/cropped-icon2-200x200.png	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2018/01/cropped-icon2-200x200.png	(from https://snsm.edu.ph/)
15:42:59	148457/148457	---M--	200	added ('OK')	image/png	etag:%225fae27f5-243e9%22	https://snsm.edu.ph/wp-content/uploads/2020/11/SNSM-Logo-Limejuice.png	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2020/11/SNSM-Logo-Limejuice.png	(from https://snsm.edu.ph/)
15:42:59	2684/2684	---M--	200	added ('OK')	image/png	etag:%225f55d665-a7c%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/img/logo-light.png	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/img/logo-light.png	(from https://snsm.edu.ph/)
15:42:59	125632/125632	---M--	200	added ('OK')	image/jpeg	etag:%225f55d7dc-1eac0%22	https://snsm.edu.ph/wp-content/uploads/2020/07/banner_image5.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2020/07/banner_image5.jpg	(from https://snsm.edu.ph/)
15:42:59	453311/453311	---M--	200	added ('OK')	image/jpeg	etag:%225f849303-6eabf%22	https://snsm.edu.ph/wp-content/uploads/2020/10/landingpage1-edit.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2020/10/landingpage1-edit.jpg	(from https://snsm.edu.ph/)
15:43:00	267629/267629	---M--	200	added ('OK')	image/jpeg	etag:%22601e1d0e-4156d%22	https://snsm.edu.ph/wp-content/uploads/2021/02/IMG_3138-scaled.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2021/02/IMG_3138-scaled.jpg	(from https://snsm.edu.ph/)
15:43:00	91507/91507	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:00%20GMT	https://snsm.edu.ph/about-us/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/about-us/index.html	(from https://snsm.edu.ph/)
15:43:04	79354/79354	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:00%20GMT	https://snsm.edu.ph/contact-1/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/contact-1/index.html	(from https://snsm.edu.ph/)
15:43:04	170465/170465	---M--	200	added ('OK')	image/jpeg	etag:%22600572e3-299e1%22	https://snsm.edu.ph/wp-content/uploads/2021/01/139604671_234444751473119_3122104380513676162_n-1-1.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2021/01/139604671_234444751473119_3122104380513676162_n-1-1.jpg	(from https://snsm.edu.ph/)
15:43:22	6240/6240	---M--	200	added ('OK')	image/jpeg	etag:%225fbb4fa2-1860%22	https://snsm.edu.ph/wp-content/uploads/2020/11/landingpage2-150x100.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2020/11/landingpage2-150x100.jpg	(from https://snsm.edu.ph/)
15:43:23	2650/2650	---M--	200	added ('OK')	image/jpeg	etag:%225f55d7ef-a5a%22	https://snsm.edu.ph/wp-content/uploads/2017/10/user7-92x92.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2017/10/user7-92x92.jpg	(from https://snsm.edu.ph/)
15:43:23	2509/2509	---M--	200	added ('OK')	image/jpeg	etag:%225f55d7ef-9cd%22	https://snsm.edu.ph/wp-content/uploads/2017/10/user9-92x92.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2017/10/user9-92x92.jpg	(from https://snsm.edu.ph/)
15:43:23	2645/2645	---M--	200	added ('OK')	image/jpeg	etag:%225f55d7ef-a55%22	https://snsm.edu.ph/wp-content/uploads/2017/10/user8-92x92.jpg	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2017/10/user8-92x92.jpg	(from https://snsm.edu.ph/)
15:43:23	66566/66566	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:23%20GMT	https://snsm.edu.ph/news/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/news/index.html	(from https://snsm.edu.ph/)
15:43:23	39761/39761	---M--	200	added ('OK')	image/png	etag:%225f55d8bc-9b51%22	https://snsm.edu.ph/wp-content/uploads/2020/09/snsm-logo--150x150.png	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/uploads/2020/09/snsm-logo--150x150.png	(from https://snsm.edu.ph/)
15:43:24	69982/69982	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:23%20GMT	https://snsm.edu.ph/snsm-celebrates-34th-founding-year/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/snsm-celebrates-34th-founding-year/index.html	(from https://snsm.edu.ph/)
15:43:24	68639/68639	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:24%20GMT	https://snsm.edu.ph/event/snsms-first-grand-alumni-homecoming/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/event/snsms-first-grand-alumni-homecoming/index.html	(from https://snsm.edu.ph/)
15:43:25	68126/68126	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:24%20GMT	https://snsm.edu.ph/event/2020-online-parent-orientation/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/event/2020-online-parent-orientation/index.html	(from https://snsm.edu.ph/)
15:43:25	68263/68263	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:25%20GMT	https://snsm.edu.ph/event/proficiency-day-quarter-2-sy-2020-2021/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/event/proficiency-day-quarter-2-sy-2020-2021/index.html	(from https://snsm.edu.ph/)
15:43:25	627634/627634	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:25%20GMT	https://www.facebook.com/stoninoschoolofmuntinlupaofficial	C:/My%20Web%20Sites/School%20Site/www.facebook.com/stoninoschoolofmuntinlupaofficial.html	(from https://snsm.edu.ph/)
15:43:25	75540/75540	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Jun%202021%2007:43:25%20GMT	https://snsm.edu.ph/events/	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/events/index.html	(from https://snsm.edu.ph/)
15:43:25	5204/5204	---MCZ	200	added ('OK')	text/css	etag:W/%225f55d665-1454%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/css/magnific-popup.min.css?ver=4.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/css/magnific-popup.minf9b8.css	(from https://snsm.edu.ph/)
15:43:26	3228/3228	---MCZ	200	added ('OK')	text/css	etag:W/%225f55d665-c9c%22	https://snsm.edu.ph/wp-content/themes/eikra/assets/css/owl.carousel.min.css?ver=4.0	C:/My%20Web%20Sites/School%20Site/snsm.edu.ph/wp-content/themes/eikra/assets/css/owl.carousel.minf9b8.css	(from https://snsm.edu.ph/)
